country,year,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation
United Arab Emirates,2010,male,75+ years,1.0,10567,9.46,United Arab Emirates2010,0.828,"2,89,78,73,38,325",36964.0,Silent
United Arab Emirates,2010,male,55-74 years,5.0,177232,2.82,United Arab Emirates2010,0.828,"2,89,78,73,38,325",36964.0,Silent
United Arab Emirates,2010,female,25-34 years,14.0,587552,2.38,United Arab Emirates2010,0.828,"2,89,78,73,38,325",36964.0,Generation X
United Arab Emirates,2010,female,55-74 years,1.0,55621,1.8,United Arab Emirates2010,0.828,"2,89,78,73,38,325",36964.0,Silent
United Arab Emirates,2010,male,25-34 years,39.0,2271630,1.72,United Arab Emirates2010,0.828,"2,89,78,73,38,325",36964.0,Generation X
United Arab Emirates,2010,female,15-24 years,6.0,385198,1.56,United Arab Emirates2010,0.828,"2,89,78,73,38,325",36964.0,Millenials
United Arab Emirates,2010,male,35-54 years,34.0,2405804,1.41,United Arab Emirates2010,0.828,"2,89,78,73,38,325",36964.0,Generation X
United Arab Emirates,2010,male,15-24 years,10.0,730245,1.37,United Arab Emirates2010,0.828,"2,89,78,73,38,325",36964.0,Millenials
United Arab Emirates,2010,female,35-54 years,1.0,533458,0.19,United Arab Emirates2010,0.828,"2,89,78,73,38,325",36964.0,Generation X
United Arab Emirates,2010,female,5-14 years,0.0,329210,0.0,United Arab Emirates2010,0.828,"2,89,78,73,38,325",36964.0,Generation Z
United Arab Emirates,2010,female,75+ years,0.0,6996,0.0,United Arab Emirates2010,0.828,"2,89,78,73,38,325",36964.0,Silent
United Arab Emirates,2010,male,5-14 years,0.0,346223,0.0,United Arab Emirates2010,0.828,"2,89,78,73,38,325",36964.0,Generation Z
United Kingdom,1985,male,75+ years,264.0,1202838,21.95,United Kingdom1985,0.753,"4,89,28,51,64,271",9231.0,G.I. Generation
United Kingdom,1985,male,55-74 years,915.0,5170113,17.7,United Kingdom1985,0.753,"4,89,28,51,64,271",9231.0,G.I. Generation
United Kingdom,1985,male,35-54 years,1208.0,6899879,17.51,United Kingdom1985,0.753,"4,89,28,51,64,271",9231.0,Silent
United Kingdom,1985,male,25-34 years,620.0,3969689,15.62,United Kingdom1985,0.753,"4,89,28,51,64,271",9231.0,Boomers
United Kingdom,1985,female,55-74 years,678.0,6002096,11.3,United Kingdom1985,0.753,"4,89,28,51,64,271",9231.0,G.I. Generation
United Kingdom,1985,female,75+ years,237.0,2418692,9.8,United Kingdom1985,0.753,"4,89,28,51,64,271",9231.0,G.I. Generation
United Kingdom,1985,male,15-24 years,411.0,4731293,8.69,United Kingdom1985,0.753,"4,89,28,51,64,271",9231.0,Generation X
United Kingdom,1985,female,35-54 years,505.0,6879295,7.34,United Kingdom1985,0.753,"4,89,28,51,64,271",9231.0,Silent
United Kingdom,1985,female,25-34 years,176.0,3899906,4.51,United Kingdom1985,0.753,"4,89,28,51,64,271",9231.0,Boomers
United Kingdom,1985,female,15-24 years,86.0,4549121,1.89,United Kingdom1985,0.753,"4,89,28,51,64,271",9231.0,Generation X
United Kingdom,1985,male,5-14 years,3.0,3740694,0.08,United Kingdom1985,0.753,"4,89,28,51,64,271",9231.0,Generation X
United Kingdom,1985,female,5-14 years,2.0,3542919,0.06,United Kingdom1985,0.753,"4,89,28,51,64,271",9231.0,Generation X
United Kingdom,1990,male,75+ years,264.0,1360178,19.41,United Kingdom1990,0.773,"10,93,16,93,89,205",20411.0,G.I. Generation
United Kingdom,1990,male,35-54 years,1246.0,7192919,17.32,United Kingdom1990,0.773,"10,93,16,93,89,205",20411.0,Silent
United Kingdom,1990,male,25-34 years,763.0,4427270,17.23,United Kingdom1990,0.773,"10,93,16,93,89,205",20411.0,Boomers
United Kingdom,1990,male,55-74 years,721.0,5093581,14.16,United Kingdom1990,0.773,"10,93,16,93,89,205",20411.0,G.I. Generation
United Kingdom,1990,male,15-24 years,528.0,4317816,12.23,United Kingdom1990,0.773,"10,93,16,93,89,205",20411.0,Generation X
United Kingdom,1990,female,55-74 years,340.0,5762152,5.9,United Kingdom1990,0.773,"10,93,16,93,89,205",20411.0,G.I. Generation
United Kingdom,1990,female,75+ years,154.0,2625749,5.86,United Kingdom1990,0.773,"10,93,16,93,89,205",20411.0,G.I. Generation
United Kingdom,1990,female,35-54 years,360.0,7196514,5.0,United Kingdom1990,0.773,"10,93,16,93,89,205",20411.0,Silent
United Kingdom,1990,female,25-34 years,180.0,4366845,4.12,United Kingdom1990,0.773,"10,93,16,93,89,205",20411.0,Boomers
United Kingdom,1990,female,15-24 years,85.0,4138638,2.05,United Kingdom1990,0.773,"10,93,16,93,89,205",20411.0,Generation X
United Kingdom,1990,male,5-14 years,2.0,3630327,0.06,United Kingdom1990,0.773,"10,93,16,93,89,205",20411.0,Generation X
United Kingdom,1990,female,5-14 years,0.0,3445865,0.0,United Kingdom1990,0.773,"10,93,16,93,89,205",20411.0,Generation X
United Kingdom,1995,male,25-34 years,858.0,4776564,17.96,United Kingdom1995,0.837,"13,35,21,85,57,677",24389.0,Generation X
United Kingdom,1995,male,35-54 years,1247.0,7691950,16.21,United Kingdom1995,0.837,"13,35,21,85,57,677",24389.0,Boomers
United Kingdom,1995,male,75+ years,222.0,1412937,15.71,United Kingdom1995,0.837,"13,35,21,85,57,677",24389.0,G.I. Generation
United Kingdom,1995,male,55-74 years,602.0,5179979,11.62,United Kingdom1995,0.837,"13,35,21,85,57,677",24389.0,Silent
United Kingdom,1995,male,15-24 years,419.0,3811646,10.99,United Kingdom1995,0.837,"13,35,21,85,57,677",24389.0,Generation X
United Kingdom,1995,female,75+ years,152.0,2692330,5.65,United Kingdom1995,0.837,"13,35,21,85,57,677",24389.0,G.I. Generation
United Kingdom,1995,female,35-54 years,344.0,7672199,4.48,United Kingdom1995,0.837,"13,35,21,85,57,677",24389.0,Boomers
United Kingdom,1995,female,55-74 years,237.0,5746814,4.12,United Kingdom1995,0.837,"13,35,21,85,57,677",24389.0,Silent
United Kingdom,1995,female,25-34 years,143.0,4614434,3.1,United Kingdom1995,0.837,"13,35,21,85,57,677",24389.0,Generation X
United Kingdom,1995,female,15-24 years,81.0,3624373,2.23,United Kingdom1995,0.837,"13,35,21,85,57,677",24389.0,Generation X
United Kingdom,1995,male,5-14 years,6.0,3859464,0.16,United Kingdom1995,0.837,"13,35,21,85,57,677",24389.0,Millenials
United Kingdom,1995,female,5-14 years,4.0,3664274,0.11,United Kingdom1995,0.837,"13,35,21,85,57,677",24389.0,Millenials
United Kingdom,2000,male,25-34 years,768.0,4536556,16.93,United Kingdom2000,0.865,"16,47,95,12,78,560",29358.0,Generation X
United Kingdom,2000,male,35-54 years,1357.0,8459117,16.04,United Kingdom2000,0.865,"16,47,95,12,78,560",29358.0,Boomers
United Kingdom,2000,male,75+ years,223.0,1589527,14.03,United Kingdom2000,0.865,"16,47,95,12,78,560",29358.0,G.I. Generation
United Kingdom,2000,male,55-74 years,568.0,5314648,10.69,United Kingdom2000,0.865,"16,47,95,12,78,560",29358.0,Silent
United Kingdom,2000,male,15-24 years,390.0,3709456,10.51,United Kingdom2000,0.865,"16,47,95,12,78,560",29358.0,Generation X
United Kingdom,2000,female,35-54 years,386.0,8366055,4.61,United Kingdom2000,0.865,"16,47,95,12,78,560",29358.0,Boomers
United Kingdom,2000,female,75+ years,109.0,2816810,3.87,United Kingdom2000,0.865,"16,47,95,12,78,560",29358.0,G.I. Generation
United Kingdom,2000,female,25-34 years,167.0,4332330,3.85,United Kingdom2000,0.865,"16,47,95,12,78,560",29358.0,Generation X
United Kingdom,2000,female,55-74 years,212.0,5750273,3.69,United Kingdom2000,0.865,"16,47,95,12,78,560",29358.0,Silent
United Kingdom,2000,female,15-24 years,101.0,3523496,2.87,United Kingdom2000,0.865,"16,47,95,12,78,560",29358.0,Generation X
United Kingdom,2000,male,5-14 years,5.0,3967341,0.13,United Kingdom2000,0.865,"16,47,95,12,78,560",29358.0,Millenials
United Kingdom,2000,female,5-14 years,4.0,3768300,0.11,United Kingdom2000,0.865,"16,47,95,12,78,560",29358.0,Millenials
United Kingdom,2005,male,35-54 years,1359.0,8397155,16.18,United Kingdom2005,0.89,"25,20,70,18,18,182",44372.0,Boomers
United Kingdom,2005,male,25-34 years,563.0,3951996,14.25,United Kingdom2005,0.89,"25,20,70,18,18,182",44372.0,Generation X
United Kingdom,2005,male,75+ years,215.0,1749520,12.29,United Kingdom2005,0.89,"25,20,70,18,18,182",44372.0,Silent
United Kingdom,2005,male,55-74 years,617.0,5831367,10.58,United Kingdom2005,0.89,"25,20,70,18,18,182",44372.0,Silent
United Kingdom,2005,male,15-24 years,296.0,4029567,7.35,United Kingdom2005,0.89,"25,20,70,18,18,182",44372.0,Millenials
United Kingdom,2005,female,35-54 years,405.0,8555323,4.73,United Kingdom2005,0.89,"25,20,70,18,18,182",44372.0,Boomers
United Kingdom,2005,female,25-34 years,162.0,3983494,4.07,United Kingdom2005,0.89,"25,20,70,18,18,182",44372.0,Generation X
United Kingdom,2005,female,55-74 years,237.0,6236531,3.8,United Kingdom2005,0.89,"25,20,70,18,18,182",44372.0,Silent
United Kingdom,2005,female,75+ years,97.0,2844822,3.41,United Kingdom2005,0.89,"25,20,70,18,18,182",44372.0,Silent
United Kingdom,2005,female,15-24 years,88.0,3856149,2.28,United Kingdom2005,0.89,"25,20,70,18,18,182",44372.0,Millenials
United Kingdom,2005,female,5-14 years,4.0,3591721,0.11,United Kingdom2005,0.89,"25,20,70,18,18,182",44372.0,Millenials
United Kingdom,2005,male,5-14 years,4.0,3781379,0.11,United Kingdom2005,0.89,"25,20,70,18,18,182",44372.0,Millenials
United Kingdom,2010,male,35-54 years,1444.0,8592781,16.8,United Kingdom2010,0.906,"24,41,17,33,94,730",41798.0,Generation X
United Kingdom,2010,male,25-34 years,513.0,4128369,12.43,United Kingdom2010,0.906,"24,41,17,33,94,730",41798.0,Generation X
United Kingdom,2010,male,75+ years,227.0,1960939,11.58,United Kingdom2010,0.906,"24,41,17,33,94,730",41798.0,Silent
United Kingdom,2010,male,55-74 years,696.0,6171080,11.28,United Kingdom2010,0.906,"24,41,17,33,94,730",41798.0,Silent
United Kingdom,2010,male,15-24 years,344.0,4225926,8.14,United Kingdom2010,0.906,"24,41,17,33,94,730",41798.0,Millenials
United Kingdom,2010,female,35-54 years,400.0,8788212,4.55,United Kingdom2010,0.906,"24,41,17,33,94,730",41798.0,Generation X
United Kingdom,2010,female,55-74 years,232.0,6570278,3.53,United Kingdom2010,0.906,"24,41,17,33,94,730",41798.0,Silent
United Kingdom,2010,female,25-34 years,133.0,4012797,3.31,United Kingdom2010,0.906,"24,41,17,33,94,730",41798.0,Generation X
United Kingdom,2010,female,75+ years,89.0,2944062,3.02,United Kingdom2010,0.906,"24,41,17,33,94,730",41798.0,Silent
United Kingdom,2010,female,15-24 years,106.0,3995780,2.65,United Kingdom2010,0.906,"24,41,17,33,94,730",41798.0,Millenials
United Kingdom,2010,female,5-14 years,3.0,3426430,0.09,United Kingdom2010,0.906,"24,41,17,33,94,730",41798.0,Generation Z
United Kingdom,2010,male,5-14 years,1.0,3586875,0.03,United Kingdom2010,0.906,"24,41,17,33,94,730",41798.0,Generation Z
United Kingdom,2011,male,35-54 years,1611.0,8617712,18.69,United Kingdom2011,0.901,"26,19,70,04,04,733",44491.0,Generation X
United Kingdom,2011,male,25-34 years,553.0,4222804,13.1,United Kingdom2011,0.901,"26,19,70,04,04,733",44491.0,Millenials
United Kingdom,2011,male,55-74 years,708.0,6253024,11.32,United Kingdom2011,0.901,"26,19,70,04,04,733",44491.0,Boomers
United Kingdom,2011,male,75+ years,207.0,2013814,10.28,United Kingdom2011,0.901,"26,19,70,04,04,733",44491.0,Silent
United Kingdom,2011,male,15-24 years,346.0,4236989,8.17,United Kingdom2011,0.901,"26,19,70,04,04,733",44491.0,Millenials
United Kingdom,2011,female,35-54 years,417.0,8790957,4.74,United Kingdom2011,0.901,"26,19,70,04,04,733",44491.0,Generation X
United Kingdom,2011,female,55-74 years,235.0,6652911,3.53,United Kingdom2011,0.901,"26,19,70,04,04,733",44491.0,Boomers
United Kingdom,2011,female,25-34 years,134.0,4094631,3.27,United Kingdom2011,0.901,"26,19,70,04,04,733",44491.0,Millenials
United Kingdom,2011,female,15-24 years,100.0,4001855,2.5,United Kingdom2011,0.901,"26,19,70,04,04,733",44491.0,Millenials
United Kingdom,2011,female,75+ years,70.0,2973876,2.35,United Kingdom2011,0.901,"26,19,70,04,04,733",44491.0,Silent
United Kingdom,2011,male,5-14 years,8.0,3594112,0.22,United Kingdom2011,0.901,"26,19,70,04,04,733",44491.0,Generation Z
United Kingdom,2011,female,5-14 years,4.0,3429167,0.12,United Kingdom2011,0.901,"26,19,70,04,04,733",44491.0,Generation Z
United Kingdom,2012,male,35-54 years,1587.0,8673006,18.3,United Kingdom2012,0.901,"26,62,08,51,68,499",44585.0,Generation X
United Kingdom,2012,male,25-34 years,597.0,4261254,14.01,United Kingdom2012,0.901,"26,62,08,51,68,499",44585.0,Millenials
United Kingdom,2012,male,55-74 years,739.0,6392214,11.56,United Kingdom2012,0.901,"26,62,08,51,68,499",44585.0,Boomers
United Kingdom,2012,male,75+ years,215.0,2043034,10.52,United Kingdom2012,0.901,"26,62,08,51,68,499",44585.0,Silent
United Kingdom,2012,male,15-24 years,364.0,4204765,8.66,United Kingdom2012,0.901,"26,62,08,51,68,499",44585.0,Millenials
United Kingdom,2012,female,35-54 years,403.0,8852151,4.55,United Kingdom2012,0.901,"26,62,08,51,68,499",44585.0,Generation X
United Kingdom,2012,female,25-34 years,153.0,4296499,3.56,United Kingdom2012,0.901,"26,62,08,51,68,499",44585.0,Millenials
United Kingdom,2012,female,55-74 years,211.0,6737405,3.13,United Kingdom2012,0.901,"26,62,08,51,68,499",44585.0,Boomers
United Kingdom,2012,female,75+ years,93.0,2976921,3.12,United Kingdom2012,0.901,"26,62,08,51,68,499",44585.0,Silent
United Kingdom,2012,female,15-24 years,70.0,4054017,1.73,United Kingdom2012,0.901,"26,62,08,51,68,499",44585.0,Millenials
United Kingdom,2012,male,5-14 years,10.0,3695552,0.27,United Kingdom2012,0.901,"26,62,08,51,68,499",44585.0,Generation Z
United Kingdom,2012,female,5-14 years,2.0,3521812,0.06,United Kingdom2012,0.901,"26,62,08,51,68,499",44585.0,Generation Z
United Kingdom,2013,male,35-54 years,1743.0,8656572,20.13,United Kingdom2013,0.902,"27,39,81,86,80,930",45594.0,Generation X
United Kingdom,2013,male,55-74 years,908.0,6488882,13.99,United Kingdom2013,0.902,"27,39,81,86,80,930",45594.0,Boomers
United Kingdom,2013,male,25-34 years,586.0,4320298,13.56,United Kingdom2013,0.902,"27,39,81,86,80,930",45594.0,Millenials
United Kingdom,2013,male,75+ years,258.0,2096518,12.31,United Kingdom2013,0.902,"27,39,81,86,80,930",45594.0,Silent
United Kingdom,2013,male,15-24 years,331.0,4180873,7.92,United Kingdom2013,0.902,"27,39,81,86,80,930",45594.0,Millenials
United Kingdom,2013,female,35-54 years,449.0,8837469,5.08,United Kingdom2013,0.902,"27,39,81,86,80,930",45594.0,Generation X
United Kingdom,2013,female,75+ years,103.0,3004685,3.43,United Kingdom2013,0.902,"27,39,81,86,80,930",45594.0,Silent
United Kingdom,2013,female,55-74 years,232.0,6839180,3.39,United Kingdom2013,0.902,"27,39,81,86,80,930",45594.0,Boomers
United Kingdom,2013,female,25-34 years,124.0,4356539,2.85,United Kingdom2013,0.902,"27,39,81,86,80,930",45594.0,Millenials
United Kingdom,2013,female,15-24 years,81.0,4017291,2.02,United Kingdom2013,0.902,"27,39,81,86,80,930",45594.0,Millenials
United Kingdom,2013,male,5-14 years,5.0,3734237,0.13,United Kingdom2013,0.902,"27,39,81,86,80,930",45594.0,Generation Z
United Kingdom,2013,female,5-14 years,4.0,3559249,0.11,United Kingdom2013,0.902,"27,39,81,86,80,930",45594.0,Generation Z
United Kingdom,2014,male,35-54 years,1692.0,8665195,19.53,United Kingdom2014,0.907,"30,22,82,77,81,881",49906.0,Generation X
United Kingdom,2014,male,25-34 years,602.0,4360457,13.81,United Kingdom2014,0.907,"30,22,82,77,81,881",49906.0,Millenials
United Kingdom,2014,male,55-74 years,827.0,6597480,12.54,United Kingdom2014,0.907,"30,22,82,77,81,881",49906.0,Boomers
United Kingdom,2014,male,75+ years,257.0,2158742,11.91,United Kingdom2014,0.907,"30,22,82,77,81,881",49906.0,Silent
United Kingdom,2014,male,15-24 years,332.0,4171187,7.96,United Kingdom2014,0.907,"30,22,82,77,81,881",49906.0,Millenials
United Kingdom,2014,female,35-54 years,462.0,8850139,5.22,United Kingdom2014,0.907,"30,22,82,77,81,881",49906.0,Generation X
United Kingdom,2014,female,55-74 years,262.0,6952444,3.77,United Kingdom2014,0.907,"30,22,82,77,81,881",49906.0,Boomers
United Kingdom,2014,female,25-34 years,155.0,4388346,3.53,United Kingdom2014,0.907,"30,22,82,77,81,881",49906.0,Millenials
United Kingdom,2014,female,75+ years,83.0,3052672,2.72,United Kingdom2014,0.907,"30,22,82,77,81,881",49906.0,Silent
United Kingdom,2014,female,15-24 years,103.0,3992566,2.58,United Kingdom2014,0.907,"30,22,82,77,81,881",49906.0,Millenials
United Kingdom,2014,male,5-14 years,7.0,3778321,0.19,United Kingdom2014,0.907,"30,22,82,77,81,881",49906.0,Generation Z
United Kingdom,2014,female,5-14 years,6.0,3602933,0.17,United Kingdom2014,0.907,"30,22,82,77,81,881",49906.0,Generation Z
United States,1985,male,75+ years,2177.0,4064000,53.57,United States1985,0.841,"43,46,73,40,00,000",19693.0,G.I. Generation
United States,1985,male,55-74 years,5302.0,17971000,29.5,United States1985,0.841,"43,46,73,40,00,000",19693.0,G.I. Generation
United States,1985,male,25-34 years,5134.0,20986000,24.46,United States1985,0.841,"43,46,73,40,00,000",19693.0,Boomers
United States,1985,male,35-54 years,6053.0,26589000,22.77,United States1985,0.841,"43,46,73,40,00,000",19693.0,Silent
United States,1985,male,15-24 years,4267.0,19962000,21.38,United States1985,0.841,"43,46,73,40,00,000",19693.0,Generation X
United States,1985,female,35-54 years,2105.0,27763000,7.58,United States1985,0.841,"43,46,73,40,00,000",19693.0,Silent
United States,1985,female,55-74 years,1568.0,21366000,7.34,United States1985,0.841,"43,46,73,40,00,000",19693.0,G.I. Generation
United States,1985,female,75+ years,466.0,7469000,6.24,United States1985,0.841,"43,46,73,40,00,000",19693.0,G.I. Generation
United States,1985,female,25-34 years,1242.0,21041000,5.9,United States1985,0.841,"43,46,73,40,00,000",19693.0,Boomers
United States,1985,female,15-24 years,854.0,19589000,4.36,United States1985,0.841,"43,46,73,40,00,000",19693.0,Generation X
United States,1985,male,5-14 years,205.0,17370000,1.18,United States1985,0.841,"43,46,73,40,00,000",19693.0,Generation X
United States,1985,female,5-14 years,73.0,16553000,0.44,United States1985,0.841,"43,46,73,40,00,000",19693.0,Generation X
United States,1990,male,75+ years,2653.0,4585900,57.85,United States1990,0.859,"59,79,58,90,00,000",26004.0,G.I. Generation
United States,1990,male,55-74 years,5109.0,17861900,28.6,United States1990,0.859,"59,79,58,90,00,000",26004.0,G.I. Generation
United States,1990,male,25-34 years,5339.0,21564300,24.76,United States1990,0.859,"59,79,58,90,00,000",26004.0,Boomers
United States,1990,male,35-54 years,7260.0,30742000,23.62,United States1990,0.859,"59,79,58,90,00,000",26004.0,Silent
United States,1990,male,15-24 years,4160.0,18915400,21.99,United States1990,0.859,"59,79,58,90,00,000",26004.0,Generation X
United States,1990,female,55-74 years,1504.0,21296300,7.06,United States1990,0.859,"59,79,58,90,00,000",26004.0,G.I. Generation
United States,1990,female,35-54 years,2175.0,31749500,6.85,United States1990,0.859,"59,79,58,90,00,000",26004.0,Silent
United States,1990,female,75+ years,511.0,8447400,6.05,United States1990,0.859,"59,79,58,90,00,000",26004.0,G.I. Generation
United States,1990,female,25-34 years,1211.0,21596400,5.61,United States1990,0.859,"59,79,58,90,00,000",26004.0,Boomers
United States,1990,female,15-24 years,709.0,18097900,3.92,United States1990,0.859,"59,79,58,90,00,000",26004.0,Generation X
United States,1990,male,5-14 years,195.0,17970800,1.09,United States1990,0.859,"59,79,58,90,00,000",26004.0,Generation X
United States,1990,female,5-14 years,69.0,17124400,0.4,United States1990,0.859,"59,79,58,90,00,000",26004.0,Generation X
United States,1995,male,75+ years,2580.0,5346600,48.25,United States1995,0.876,"76,64,06,00,00,000",31518.0,G.I. Generation
United States,1995,male,25-34 years,5234.0,20432000,25.62,United States1995,0.876,"76,64,06,00,00,000",31518.0,Generation X
United States,1995,male,55-74 years,4607.0,18386200,25.06,United States1995,0.876,"76,64,06,00,00,000",31518.0,Silent
United States,1995,male,35-54 years,8545.0,36243300,23.58,United States1995,0.876,"76,64,06,00,00,000",31518.0,Boomers
United States,1995,male,15-24 years,4132.0,18352000,22.52,United States1995,0.876,"76,64,06,00,00,000",31518.0,Generation X
United States,1995,female,35-54 years,2454.0,37303100,6.58,United States1995,0.876,"76,64,06,00,00,000",31518.0,Boomers
United States,1995,female,75+ years,516.0,9426600,5.47,United States1995,0.876,"76,64,06,00,00,000",31518.0,G.I. Generation
United States,1995,female,55-74 years,1157.0,21504100,5.38,United States1995,0.876,"76,64,06,00,00,000",31518.0,Silent
United States,1995,female,25-34 years,1058.0,20441200,5.18,United States1995,0.876,"76,64,06,00,00,000",31518.0,Generation X
United States,1995,female,15-24 years,652.0,17594600,3.71,United States1995,0.876,"76,64,06,00,00,000",31518.0,Generation X
United States,1995,male,5-14 years,260.0,19528500,1.33,United States1995,0.876,"76,64,06,00,00,000",31518.0,Millenials
United States,1995,female,5-14 years,77.0,18606000,0.41,United States1995,0.876,"76,64,06,00,00,000",31518.0,Millenials
United States,2000,male,75+ years,2589.0,6106351,42.4,United States2000,0.883,"1,02,84,77,90,00,000",39218.0,G.I. Generation
United States,2000,male,35-54 years,9263.0,40945028,22.62,United States2000,0.883,"1,02,84,77,90,00,000",39218.0,Boomers
United States,2000,male,55-74 years,4153.0,19948630,20.82,United States2000,0.883,"1,02,84,77,90,00,000",39218.0,Silent
United States,2000,male,25-34 years,3938.0,20120529,19.57,United States2000,0.883,"1,02,84,77,90,00,000",39218.0,Generation X
United States,2000,male,15-24 years,3424.0,20078818,17.05,United States2000,0.883,"1,02,84,77,90,00,000",39218.0,Generation X
United States,2000,female,35-54 years,2736.0,41881451,6.53,United States2000,0.883,"1,02,84,77,90,00,000",39218.0,Boomers
United States,2000,female,55-74 years,1084.0,22717040,4.77,United States2000,0.883,"1,02,84,77,90,00,000",39218.0,Silent
United States,2000,female,25-34 years,854.0,19771195,4.32,United States2000,0.883,"1,02,84,77,90,00,000",39218.0,Generation X
United States,2000,female,75+ years,425.0,10494416,4.05,United States2000,0.883,"1,02,84,77,90,00,000",39218.0,G.I. Generation
United States,2000,female,15-24 years,570.0,19105073,2.98,United States2000,0.883,"1,02,84,77,90,00,000",39218.0,Generation X
United States,2000,male,5-14 years,244.0,21043474,1.16,United States2000,0.883,"1,02,84,77,90,00,000",39218.0,Millenials
United States,2000,female,5-14 years,63.0,20034103,0.31,United States2000,0.883,"1,02,84,77,90,00,000",39218.0,Millenials
United States,2005,male,75+ years,2610.0,6883241,37.92,United States2005,0.897,"1,30,93,72,60,00,000",47423.0,Silent
United States,2005,male,35-54 years,10332.0,42835394,24.12,United States2005,0.897,"1,30,93,72,60,00,000",47423.0,Boomers
United States,2005,male,55-74 years,5190.0,23156114,22.41,United States2005,0.897,"1,30,93,72,60,00,000",47423.0,Silent
United States,2005,male,25-34 years,4066.0,20421260,19.91,United States2005,0.897,"1,30,93,72,60,00,000",47423.0,Generation X
United States,2005,male,15-24 years,3498.0,21647159,16.16,United States2005,0.897,"1,30,93,72,60,00,000",47423.0,Millenials
United States,2005,female,35-54 years,3209.0,43509335,7.38,United States2005,0.897,"1,30,93,72,60,00,000",47423.0,Boomers
United States,2005,female,55-74 years,1364.0,25839240,5.28,United States2005,0.897,"1,30,93,72,60,00,000",47423.0,Silent
United States,2005,female,25-34 years,924.0,19721652,4.69,United States2005,0.897,"1,30,93,72,60,00,000",47423.0,Generation X
United States,2005,female,75+ years,450.0,11267059,3.99,United States2005,0.897,"1,30,93,72,60,00,000",47423.0,Silent
United States,2005,female,15-24 years,714.0,20429690,3.49,United States2005,0.897,"1,30,93,72,60,00,000",47423.0,Millenials
United States,2005,male,5-14 years,204.0,20675232,0.99,United States2005,0.897,"1,30,93,72,60,00,000",47423.0,Millenials
United States,2005,female,5-14 years,68.0,19721304,0.34,United States2005,0.897,"1,30,93,72,60,00,000",47423.0,Millenials
United States,2010,male,75+ years,2617.0,7263596,36.03,United States2010,0.909,"1,49,64,37,20,00,000",51989.0,Silent
United States,2010,male,35-54 years,11767.0,42798501,27.49,United States2010,0.909,"1,49,64,37,20,00,000",51989.0,Generation X
United States,2010,male,55-74 years,7287.0,27667895,26.34,United States2010,0.909,"1,49,64,37,20,00,000",51989.0,Silent
United States,2010,male,25-34 years,4645.0,20409866,22.76,United States2010,0.909,"1,49,64,37,20,00,000",51989.0,Generation X
United States,2010,male,15-24 years,3772.0,22463069,16.79,United States2010,0.909,"1,49,64,37,20,00,000",51989.0,Millenials
United States,2010,female,35-54 years,3604.0,42711237,8.44,United States2010,0.909,"1,49,64,37,20,00,000",51989.0,Generation X
United States,2010,female,55-74 years,2071.0,30326595,6.83,United States2010,0.909,"1,49,64,37,20,00,000",51989.0,Silent
United States,2010,female,25-34 years,1092.0,20180858,5.41,United States2010,0.909,"1,49,64,37,20,00,000",51989.0,Generation X
United States,2010,female,15-24 years,830.0,21395712,3.88,United States2010,0.909,"1,49,64,37,20,00,000",51989.0,Millenials
United States,2010,female,75+ years,403.0,11163521,3.61,United States2010,0.909,"1,49,64,37,20,00,000",51989.0,Silent
United States,2010,male,5-14 years,187.0,21207667,0.88,United States2010,0.909,"1,49,64,37,20,00,000",51989.0,Generation Z
United States,2010,female,5-14 years,87.0,20250632,0.43,United States2010,0.909,"1,49,64,37,20,00,000",51989.0,Generation Z
United States,2011,male,75+ years,2721.0,7448796,36.53,United States2011,0.911,"1,55,17,92,60,00,000",53452.0,Silent
United States,2011,male,35-54 years,11681.0,42566273,27.44,United States2011,0.911,"1,55,17,92,60,00,000",53452.0,Generation X
United States,2011,male,55-74 years,7572.0,28556351,26.52,United States2011,0.911,"1,55,17,92,60,00,000",53452.0,Boomers
United States,2011,male,25-34 years,4862.0,20698307,23.49,United States2011,0.911,"1,55,17,92,60,00,000",53452.0,Millenials
United States,2011,male,15-24 years,3959.0,22622559,17.5,United States2011,0.911,"1,55,17,92,60,00,000",53452.0,Millenials
United States,2011,female,35-54 years,3776.0,42485156,8.89,United States2011,0.911,"1,55,17,92,60,00,000",53452.0,Generation X
United States,2011,female,55-74 years,2128.0,31268702,6.81,United States2011,0.911,"1,55,17,92,60,00,000",53452.0,Boomers
United States,2011,female,25-34 years,1238.0,20408037,6.07,United States2011,0.911,"1,55,17,92,60,00,000",53452.0,Millenials
United States,2011,female,15-24 years,863.0,21552069,4.0,United States2011,0.911,"1,55,17,92,60,00,000",53452.0,Millenials
United States,2011,female,75+ years,421.0,11270969,3.74,United States2011,0.911,"1,55,17,92,60,00,000",53452.0,Silent
United States,2011,male,5-14 years,201.0,21185153,0.95,United States2011,0.911,"1,55,17,92,60,00,000",53452.0,Generation Z
United States,2011,female,5-14 years,86.0,20251453,0.42,United States2011,0.911,"1,55,17,92,60,00,000",53452.0,Generation Z
United States,2012,male,75+ years,2853.0,7633574,37.37,United States2012,0.912,"1,61,55,25,50,00,000",55170.0,Silent
United States,2012,male,35-54 years,11763.0,42326226,27.79,United States2012,0.912,"1,61,55,25,50,00,000",55170.0,Generation X
